               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.023145,            0.013205,            0.004662,             0.81992,             0.83525,             0.84293,             0.61403,            0.028491,           0.0090372,           0.0054486,           0.0070102,           0.0070102,           0.0070102
                 153,            0.023615,            0.013288,           0.0038658,             0.81081,              0.8316,             0.85443,              0.6245,            0.028378,           0.0086867,            0.007563,           0.0069904,           0.0069904,           0.0069904
                 154,            0.023461,            0.013348,           0.0047975,             0.84974,             0.79569,             0.83618,             0.61189,            0.028554,           0.0089932,           0.0077682,           0.0069706,           0.0069706,           0.0069706
                 155,            0.024169,             0.01416,            0.004934,             0.82523,             0.81569,             0.84205,             0.61161,            0.028342,           0.0089128,           0.0079054,           0.0069508,           0.0069508,           0.0069508
                 156,            0.023527,            0.013334,           0.0043969,              0.8497,             0.81701,             0.85437,              0.6216,            0.027786,           0.0086059,           0.0094107,            0.006931,            0.006931,            0.006931
                 157,            0.023559,            0.013295,           0.0041942,              0.8509,             0.80185,             0.86093,             0.62403,            0.027483,            0.008686,           0.0080714,           0.0069112,           0.0069112,           0.0069112
                 158,            0.023186,             0.01351,           0.0039025,             0.81275,             0.84532,              0.8531,             0.61914,             0.02808,           0.0087681,           0.0072211,           0.0068914,           0.0068914,           0.0068914
                 159,            0.023505,            0.013055,           0.0040299,              0.7983,             0.86047,             0.85554,             0.62556,            0.027987,            0.008808,           0.0065566,           0.0068716,           0.0068716,           0.0068716
                 160,            0.023113,            0.012862,           0.0039243,             0.87858,             0.77598,             0.84679,             0.62099,            0.028552,           0.0086957,           0.0095003,           0.0068518,           0.0068518,           0.0068518
                 161,            0.023038,            0.013111,            0.004276,             0.86775,             0.82285,             0.87382,             0.62879,            0.028035,           0.0084405,           0.0073191,            0.006832,            0.006832,            0.006832
                 162,            0.023129,            0.013028,           0.0043321,             0.85837,             0.80681,             0.85365,             0.61359,            0.028459,           0.0089833,           0.0080358,           0.0068122,           0.0068122,           0.0068122
                 163,            0.023051,            0.013217,           0.0042407,             0.82185,             0.84993,             0.85513,             0.62469,            0.028418,           0.0084703,           0.0057786,           0.0067924,           0.0067924,           0.0067924
                 164,            0.023147,            0.012875,           0.0042539,             0.83745,             0.81388,             0.85172,             0.62213,            0.028368,           0.0088332,           0.0064568,           0.0067726,           0.0067726,           0.0067726
                 165,            0.022666,             0.01291,           0.0039636,             0.83384,             0.81007,             0.85144,             0.61922,            0.027986,           0.0086031,           0.0070625,           0.0067528,           0.0067528,           0.0067528
                 166,            0.023149,             0.01346,           0.0041578,             0.82935,             0.84861,             0.87044,             0.63066,            0.027683,           0.0084762,           0.0073513,            0.006733,            0.006733,            0.006733
                 167,            0.023145,            0.012715,           0.0043306,             0.78245,             0.85583,             0.84689,             0.62073,            0.028142,            0.009013,           0.0072243,           0.0067132,           0.0067132,           0.0067132
                 168,            0.023243,            0.012821,           0.0044986,             0.81311,              0.8466,             0.86854,             0.62983,            0.027698,           0.0087352,           0.0064708,           0.0066934,           0.0066934,           0.0066934
                 169,             0.02265,            0.013252,           0.0043586,             0.85328,             0.82923,             0.85669,               0.621,            0.028482,           0.0085717,            0.007127,           0.0066736,           0.0066736,           0.0066736
                 170,            0.023442,            0.013098,           0.0041194,             0.86776,             0.79107,             0.85289,             0.62326,            0.028318,           0.0086961,           0.0083926,           0.0066538,           0.0066538,           0.0066538
                 171,            0.022801,            0.012855,           0.0040117,             0.79512,             0.83092,             0.84664,             0.61217,            0.028182,           0.0087318,            0.013799,            0.006634,            0.006634,            0.006634
                 172,            0.023218,            0.013141,            0.004296,             0.86455,             0.77792,             0.84983,             0.62192,             0.02772,           0.0087175,            0.015468,           0.0066142,           0.0066142,           0.0066142
                 173,            0.022541,            0.012596,           0.0040124,             0.86449,             0.78298,             0.85298,             0.62279,            0.027305,           0.0086412,            0.012679,           0.0065944,           0.0065944,           0.0065944
                 174,            0.022592,            0.012844,           0.0038459,               0.863,             0.79679,             0.85354,             0.62374,            0.027415,           0.0087494,           0.0099264,           0.0065746,           0.0065746,           0.0065746
                 175,            0.022786,            0.012903,           0.0038009,             0.87767,              0.7763,             0.86283,              0.6246,             0.02757,           0.0087644,           0.0082851,           0.0065548,           0.0065548,           0.0065548
                 176,            0.022459,            0.012759,           0.0037547,             0.82018,             0.83693,             0.86616,             0.62506,            0.027939,           0.0084637,           0.0099274,            0.006535,            0.006535,            0.006535
                 177,            0.021937,            0.012918,           0.0037597,             0.81036,             0.85797,             0.86718,             0.62468,            0.027804,           0.0086243,           0.0080932,           0.0065152,           0.0065152,           0.0065152
                 178,            0.022384,             0.01259,           0.0037173,             0.78644,             0.85511,             0.86208,             0.62938,            0.028145,           0.0086722,             0.01175,           0.0064954,           0.0064954,           0.0064954
                 179,            0.022978,            0.013018,           0.0040419,             0.88032,             0.77095,             0.83697,             0.61258,            0.028591,           0.0089507,            0.012791,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021744,            0.012369,           0.0036315,              0.8736,             0.77763,             0.83245,             0.61982,            0.028341,           0.0092789,             0.01179,           0.0064558,           0.0064558,           0.0064558
                 181,            0.021927,            0.012464,           0.0033457,             0.83724,             0.83049,             0.85637,             0.62666,            0.028037,           0.0088807,           0.0094177,            0.006436,            0.006436,            0.006436
                 182,            0.021831,            0.012375,            0.003361,              0.8154,             0.85743,             0.87711,             0.63798,            0.028131,           0.0086132,           0.0071861,           0.0064162,           0.0064162,           0.0064162
                 183,            0.021948,            0.012208,           0.0035429,              0.8608,             0.82466,             0.87877,             0.63973,            0.028023,           0.0084895,           0.0074427,           0.0063964,           0.0063964,           0.0063964
                 184,            0.021944,            0.012499,            0.002884,             0.83697,             0.82118,             0.86128,             0.62861,            0.027518,           0.0089484,           0.0095993,           0.0063766,           0.0063766,           0.0063766
                 185,            0.022015,            0.012284,           0.0031239,             0.85102,              0.8097,             0.86592,              0.6307,            0.027413,           0.0090322,           0.0089659,           0.0063568,           0.0063568,           0.0063568
                 186,            0.021613,            0.012495,           0.0033356,             0.85403,             0.79648,             0.85525,             0.62239,            0.027747,           0.0090997,            0.008576,            0.006337,            0.006337,            0.006337
                 187,            0.021708,            0.012348,           0.0029438,             0.87427,             0.77894,             0.85341,             0.62618,             0.02739,           0.0088951,           0.0097409,           0.0063172,           0.0063172,           0.0063172
                 188,            0.021547,             0.01233,           0.0032458,             0.86297,             0.79976,              0.8531,              0.6235,             0.02739,           0.0086819,           0.0094814,           0.0062974,           0.0062974,           0.0062974
                 189,            0.021305,            0.012351,           0.0032935,             0.84486,             0.80147,               0.847,             0.62699,            0.027885,           0.0087597,            0.011162,           0.0062776,           0.0062776,           0.0062776
                 190,             0.02148,            0.012299,           0.0033731,             0.87009,             0.80184,             0.86169,             0.63347,            0.027766,           0.0084899,           0.0063643,           0.0062578,           0.0062578,           0.0062578
                 191,            0.021565,             0.01254,           0.0028427,             0.83171,             0.85771,             0.86446,             0.63019,            0.027595,           0.0085545,           0.0054487,            0.006238,            0.006238,            0.006238
                 192,            0.021783,             0.01224,           0.0035471,             0.85088,             0.84198,             0.86967,             0.63772,            0.027496,           0.0086095,           0.0050875,           0.0062182,           0.0062182,           0.0062182
                 193,            0.021515,             0.01239,           0.0033049,             0.84701,             0.85128,             0.87146,             0.63469,            0.027523,           0.0086524,           0.0063964,           0.0061984,           0.0061984,           0.0061984
                 194,            0.021987,             0.01241,           0.0028315,             0.84799,             0.83558,             0.85031,             0.61557,            0.027975,           0.0086445,           0.0082849,           0.0061786,           0.0061786,           0.0061786
                 195,            0.021234,            0.012203,           0.0031582,             0.81027,             0.84963,             0.84453,             0.61876,            0.027713,           0.0088353,           0.0085478,           0.0061588,           0.0061588,           0.0061588
                 196,            0.021366,            0.012292,           0.0026974,             0.84375,             0.81186,             0.84584,              0.6271,            0.027406,           0.0088864,           0.0086314,            0.006139,            0.006139,            0.006139
                 197,            0.021594,            0.012591,           0.0034498,             0.80313,             0.84795,             0.85081,              0.6262,            0.027597,           0.0088673,           0.0093987,           0.0061192,           0.0061192,           0.0061192
                 198,            0.020913,            0.012061,           0.0029746,             0.86982,             0.81936,              0.8614,             0.63129,            0.027377,           0.0086926,             0.00835,           0.0060994,           0.0060994,           0.0060994
                 199,             0.02096,            0.012377,           0.0031767,             0.87821,             0.80347,             0.85482,             0.62893,            0.027359,           0.0085547,           0.0092533,           0.0060796,           0.0060796,           0.0060796
                 200,            0.021224,             0.01184,           0.0028197,             0.85163,             0.80485,             0.84937,             0.62574,            0.027557,            0.008821,           0.0081306,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021521,             0.01243,           0.0030123,             0.86393,             0.80288,             0.85614,             0.63054,            0.027472,           0.0087422,            0.010165,             0.00604,             0.00604,             0.00604
                 202,            0.020636,            0.011926,           0.0027564,             0.80906,             0.86466,             0.85547,             0.62333,            0.027122,            0.008786,            0.012877,           0.0060202,           0.0060202,           0.0060202
                 203,            0.021469,            0.012392,           0.0028629,             0.83583,             0.83623,             0.86162,             0.62961,            0.027232,           0.0086731,            0.012346,           0.0060004,           0.0060004,           0.0060004
                 204,            0.021501,            0.012127,           0.0029309,             0.83165,             0.84197,             0.85779,             0.62228,             0.02737,           0.0089171,            0.010211,           0.0059806,           0.0059806,           0.0059806
                 205,            0.020606,            0.011888,           0.0024754,             0.82141,             0.84011,             0.85479,             0.61732,            0.027673,           0.0089024,           0.0097563,           0.0059608,           0.0059608,           0.0059608
                 206,            0.020973,            0.011942,           0.0024909,             0.83956,             0.83986,             0.85484,              0.6244,            0.027794,           0.0088962,           0.0090535,            0.005941,            0.005941,            0.005941
                 207,            0.020295,            0.011962,           0.0024759,             0.86176,              0.8128,             0.86113,             0.63165,            0.027683,           0.0089093,           0.0084801,           0.0059212,           0.0059212,           0.0059212
                 208,            0.019925,            0.011493,            0.002266,             0.81351,             0.87414,             0.86007,             0.63098,             0.02756,           0.0091065,            0.006933,           0.0059014,           0.0059014,           0.0059014
                 209,            0.020265,            0.011504,           0.0021552,             0.82682,             0.86186,             0.86499,             0.63548,            0.027771,           0.0090833,           0.0052157,           0.0058816,           0.0058816,           0.0058816
                 210,            0.019844,            0.011324,           0.0019388,             0.85077,             0.83814,             0.86893,             0.63693,            0.028022,           0.0089623,           0.0046286,           0.0058618,           0.0058618,           0.0058618
                 211,             0.01995,            0.011185,           0.0022928,             0.84935,             0.84642,             0.87974,             0.64247,            0.028121,           0.0089329,           0.0045635,            0.005842,            0.005842,            0.005842
                 212,            0.019778,            0.011427,           0.0017472,             0.84933,             0.83471,             0.86862,             0.63703,            0.027414,           0.0091261,           0.0074488,           0.0058222,           0.0058222,           0.0058222
                 213,            0.020311,            0.011263,           0.0019571,             0.85546,             0.81689,             0.86861,             0.63812,            0.027127,           0.0092343,            0.010823,           0.0058024,           0.0058024,           0.0058024
                 214,            0.019542,            0.011563,           0.0019574,             0.84755,             0.81594,             0.85539,             0.62959,            0.027471,           0.0093892,            0.011582,           0.0057826,           0.0057826,           0.0057826
                 215,            0.019659,            0.011362,            0.001973,             0.82017,             0.83231,             0.84797,             0.62078,            0.027241,           0.0094703,            0.012444,           0.0057628,           0.0057628,           0.0057628
                 216,            0.019543,            0.011231,           0.0018172,             0.83396,              0.8118,             0.84344,             0.62063,            0.027084,           0.0092799,            0.012905,            0.005743,            0.005743,            0.005743
                 217,            0.019206,             0.01126,           0.0019523,             0.85512,             0.80727,             0.84107,             0.61843,            0.027319,           0.0093478,            0.012866,           0.0057232,           0.0057232,           0.0057232
                 218,            0.019538,            0.011419,           0.0020948,             0.83145,             0.82996,             0.84535,             0.62247,            0.027463,            0.009214,            0.012415,           0.0057034,           0.0057034,           0.0057034
                 219,            0.019475,            0.011504,           0.0018463,             0.87014,             0.80597,             0.84851,             0.62024,            0.027406,           0.0092177,            0.011587,           0.0056836,           0.0056836,           0.0056836
                 220,            0.019674,            0.011175,           0.0020604,             0.86878,             0.81307,             0.84787,             0.62447,            0.027403,           0.0091526,             0.01176,           0.0056638,           0.0056638,           0.0056638
                 221,            0.019168,            0.011318,           0.0018088,             0.84836,             0.81433,              0.8463,             0.62045,            0.027369,           0.0092118,            0.010582,            0.005644,            0.005644,            0.005644
                 222,            0.020024,            0.011383,           0.0017314,             0.86055,              0.7913,             0.84845,             0.62194,            0.027791,            0.009174,           0.0097845,           0.0056242,           0.0056242,           0.0056242
                 223,            0.018989,            0.011146,           0.0015788,             0.86736,             0.79981,             0.84708,             0.62082,            0.027947,           0.0089833,             0.01089,           0.0056044,           0.0056044,           0.0056044
                 224,            0.019425,            0.011294,           0.0020602,             0.84211,             0.82373,             0.84738,              0.6246,             0.02779,           0.0089499,            0.012408,           0.0055846,           0.0055846,           0.0055846
                 225,            0.019695,            0.011673,           0.0019815,             0.86117,             0.80251,             0.84049,             0.62096,            0.027628,           0.0090175,            0.013535,           0.0055648,           0.0055648,           0.0055648
                 226,            0.019164,            0.011127,           0.0017569,             0.85101,             0.81331,             0.84445,             0.62564,            0.027806,           0.0090399,            0.014367,            0.005545,            0.005545,            0.005545
                 227,             0.01921,            0.011481,           0.0019974,             0.87083,              0.7981,             0.84742,             0.63129,            0.027702,           0.0091232,             0.01399,           0.0055252,           0.0055252,           0.0055252
                 228,            0.019399,            0.010947,           0.0021105,             0.84613,             0.81296,             0.84807,             0.62667,             0.02751,           0.0090294,            0.013082,           0.0055054,           0.0055054,           0.0055054
                 229,            0.019704,            0.011498,           0.0022019,             0.85536,             0.80547,             0.85123,             0.62867,            0.027412,           0.0089541,            0.013849,           0.0054856,           0.0054856,           0.0054856
                 230,            0.018943,            0.011156,            0.002001,             0.87445,             0.76923,             0.84606,             0.62754,            0.027454,           0.0091128,            0.014872,           0.0054658,           0.0054658,           0.0054658
                 231,            0.019719,            0.011599,           0.0018173,             0.83574,             0.80056,             0.83574,             0.61979,            0.027867,           0.0092179,            0.015498,            0.005446,            0.005446,            0.005446
                 232,            0.019716,            0.011356,           0.0023678,             0.82886,              0.8089,             0.84355,             0.62247,            0.027797,           0.0093043,            0.011071,           0.0054262,           0.0054262,           0.0054262
                 233,            0.019147,            0.011285,             0.00197,              0.8201,             0.82034,             0.84508,             0.62223,            0.027849,           0.0095224,           0.0072357,           0.0054064,           0.0054064,           0.0054064
                 234,            0.019337,            0.011224,           0.0018099,             0.82293,              0.8226,             0.85316,             0.62307,            0.028028,           0.0094014,           0.0073285,           0.0053866,           0.0053866,           0.0053866
                 235,            0.018774,            0.011235,           0.0018234,             0.78629,             0.83688,             0.84931,             0.62185,            0.028319,           0.0093149,           0.0077397,           0.0053668,           0.0053668,           0.0053668
                 236,            0.020491,            0.012178,           0.0029821,             0.87131,             0.79507,             0.85781,             0.62591,             0.02799,           0.0091125,           0.0072619,            0.005347,            0.005347,            0.005347
                 237,            0.020245,            0.011996,           0.0026625,             0.80869,             0.83023,             0.85805,             0.63082,            0.027732,             0.00914,           0.0073278,           0.0053272,           0.0053272,           0.0053272
                 238,            0.020134,            0.011491,           0.0027765,             0.82533,             0.84342,             0.86694,               0.635,            0.027757,           0.0089767,           0.0069513,           0.0053074,           0.0053074,           0.0053074
                 239,              0.0207,            0.012008,           0.0031485,             0.81883,             0.84594,             0.86955,             0.64211,            0.027709,           0.0089767,           0.0072116,           0.0052876,           0.0052876,           0.0052876
                 240,            0.020363,            0.011882,           0.0031098,             0.80384,             0.87158,             0.87449,             0.64158,             0.02783,           0.0089594,           0.0077636,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020641,            0.011912,           0.0025941,               0.802,             0.86679,             0.87111,             0.63638,            0.027775,           0.0090337,           0.0098678,            0.005248,            0.005248,            0.005248
                 242,             0.02097,             0.01184,           0.0029138,             0.80001,             0.85196,             0.86317,             0.63219,            0.027765,           0.0091055,            0.010732,           0.0052282,           0.0052282,           0.0052282
                 243,            0.019958,            0.011737,           0.0027772,             0.80501,             0.84411,             0.86037,             0.62997,            0.027735,           0.0091461,            0.010525,           0.0052084,           0.0052084,           0.0052084
                 244,            0.020375,            0.011829,           0.0026451,             0.78991,             0.84507,             0.85655,             0.63063,            0.027435,           0.0092049,           0.0099289,           0.0051886,           0.0051886,           0.0051886
                 245,             0.02044,             0.01191,           0.0025911,             0.88237,             0.78886,             0.86812,             0.63489,            0.027377,           0.0089958,           0.0096389,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019925,            0.011807,           0.0022333,             0.87775,               0.787,             0.87248,              0.6396,            0.027474,           0.0087884,           0.0083484,            0.005149,            0.005149,            0.005149
                 247,            0.019899,            0.011753,            0.002745,             0.86716,             0.80693,             0.87268,             0.64119,            0.027574,           0.0087855,           0.0074538,           0.0051292,           0.0051292,           0.0051292
                 248,            0.019862,            0.011505,           0.0025968,             0.81765,             0.84296,             0.87086,             0.63907,            0.027606,           0.0087088,           0.0092084,           0.0051094,           0.0051094,           0.0051094
                 249,            0.019978,            0.011324,           0.0022772,             0.82534,             0.84863,             0.86593,             0.63782,            0.027528,            0.008775,            0.011542,           0.0050896,           0.0050896,           0.0050896
                 250,            0.020044,            0.011756,           0.0024111,             0.83109,             0.83709,             0.86617,             0.63585,            0.027699,           0.0088558,            0.010734,           0.0050698,           0.0050698,           0.0050698
                 251,            0.019658,             0.01157,           0.0025114,             0.81369,              0.8553,             0.86477,             0.63555,            0.027692,           0.0088609,            0.010787,             0.00505,             0.00505,             0.00505
                 252,             0.01975,            0.011581,           0.0023937,             0.80695,             0.85541,             0.86326,             0.63571,            0.027563,           0.0088989,             0.01055,           0.0050302,           0.0050302,           0.0050302
                 253,            0.019537,            0.011443,           0.0026328,             0.81592,             0.85052,             0.86508,             0.63655,            0.027445,           0.0088245,           0.0098246,           0.0050104,           0.0050104,           0.0050104
                 254,            0.019883,            0.011551,           0.0025475,              0.8198,             0.84586,             0.86835,             0.63785,            0.027431,            0.008845,             0.01012,           0.0049906,           0.0049906,           0.0049906
                 255,            0.019911,             0.01164,           0.0028905,             0.84215,             0.82218,             0.86567,             0.64321,            0.027461,           0.0087889,            0.010572,           0.0049708,           0.0049708,           0.0049708
                 256,            0.019714,            0.011709,           0.0026796,             0.82361,             0.83928,             0.86376,             0.63958,            0.027548,            0.008787,            0.010707,            0.004951,            0.004951,            0.004951
                 257,            0.020107,            0.011504,           0.0024946,             0.82636,              0.8336,             0.86253,             0.63605,            0.027477,           0.0088242,            0.010847,           0.0049312,           0.0049312,           0.0049312
                 258,            0.019289,            0.011476,           0.0024573,             0.80172,             0.86266,             0.86436,             0.63652,            0.027386,            0.008833,            0.010535,           0.0049114,           0.0049114,           0.0049114
                 259,            0.019725,            0.011285,           0.0027966,             0.79773,             0.86217,              0.8663,             0.63673,            0.027384,           0.0088336,            0.010429,           0.0048916,           0.0048916,           0.0048916
                 260,             0.02011,            0.011675,           0.0026574,             0.83192,             0.84092,             0.86819,             0.63617,            0.027405,            0.008776,            0.011261,           0.0048718,           0.0048718,           0.0048718
                 261,            0.019443,            0.011525,           0.0024427,             0.83418,             0.84444,             0.86528,             0.63356,            0.027505,           0.0087675,            0.011948,            0.004852,            0.004852,            0.004852
                 262,            0.019246,            0.011444,           0.0022843,             0.82587,             0.83909,             0.87134,             0.63466,            0.027519,           0.0089445,            0.012057,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019665,            0.011476,           0.0025463,             0.84679,             0.81841,             0.86657,             0.63269,            0.027661,           0.0091782,            0.011828,           0.0048124,           0.0048124,           0.0048124
                 264,            0.019978,             0.01167,           0.0024973,             0.84626,               0.815,             0.86742,             0.63691,            0.027682,           0.0092393,            0.011299,           0.0047926,           0.0047926,           0.0047926
                 265,             0.01999,            0.011337,           0.0022563,             0.87224,             0.79801,             0.86588,             0.63485,            0.027635,           0.0092317,            0.011074,           0.0047728,           0.0047728,           0.0047728
                 266,            0.019041,            0.011235,           0.0025113,               0.833,             0.82422,             0.85781,             0.63472,            0.027466,           0.0092854,             0.01054,            0.004753,            0.004753,            0.004753
                 267,            0.019602,             0.01124,           0.0024686,             0.84208,             0.81271,             0.85552,             0.63407,            0.027274,           0.0093505,            0.010749,           0.0047332,           0.0047332,           0.0047332
                 268,            0.019284,            0.011224,           0.0022241,             0.82499,             0.82892,              0.8464,             0.62572,            0.027311,           0.0095108,              0.0104,           0.0047134,           0.0047134,           0.0047134
                 269,             0.01917,            0.011364,           0.0025808,             0.84195,             0.81758,             0.85102,             0.62843,             0.02722,           0.0095509,            0.010146,           0.0046936,           0.0046936,           0.0046936
                 270,            0.019843,             0.01145,           0.0019257,             0.84229,             0.82737,             0.85397,             0.63012,            0.027166,           0.0094994,            0.010845,           0.0046738,           0.0046738,           0.0046738
                 271,            0.019921,            0.011418,           0.0020483,             0.84485,             0.83129,             0.85817,             0.63254,            0.027113,             0.00946,            0.011509,            0.004654,            0.004654,            0.004654
                 272,            0.018678,            0.011117,           0.0024434,             0.84663,             0.82603,             0.85997,             0.63241,            0.027098,           0.0094206,            0.011283,           0.0046342,           0.0046342,           0.0046342
                 273,            0.019771,            0.011302,           0.0021636,             0.83964,             0.82608,             0.85817,              0.6314,            0.027124,            0.009432,            0.011468,           0.0046144,           0.0046144,           0.0046144
                 274,            0.018786,            0.011349,           0.0022288,             0.82789,             0.84341,             0.85713,             0.62943,            0.027185,           0.0093701,            0.011541,           0.0045946,           0.0045946,           0.0045946
                 275,            0.019496,            0.011457,           0.0018184,             0.83068,              0.8324,             0.85463,             0.62855,            0.027299,             0.00938,            0.011601,           0.0045748,           0.0045748,           0.0045748
                 276,             0.01874,            0.011123,           0.0022257,             0.84899,             0.82129,             0.85409,             0.62826,            0.027326,           0.0093637,            0.011395,            0.004555,            0.004555,            0.004555
                 277,            0.019129,            0.011182,           0.0020749,              0.8506,              0.8228,             0.85838,             0.62889,            0.027372,           0.0093905,            0.011414,           0.0045352,           0.0045352,           0.0045352
                 278,            0.018975,            0.010872,           0.0022169,             0.85943,              0.8104,             0.85671,             0.63031,            0.027302,            0.009469,             0.01067,           0.0045154,           0.0045154,           0.0045154
                 279,            0.019359,            0.011027,           0.0024376,             0.82121,             0.84603,             0.85937,             0.63033,            0.027087,           0.0093965,            0.010525,           0.0044956,           0.0044956,           0.0044956
                 280,            0.018929,            0.011092,           0.0022227,             0.86109,             0.81212,             0.86451,             0.63644,            0.027004,           0.0093999,           0.0096017,           0.0044758,           0.0044758,           0.0044758
                 281,            0.019101,            0.011337,           0.0022979,             0.85803,             0.82301,              0.8684,             0.64092,            0.026943,           0.0093873,           0.0090191,            0.004456,            0.004456,            0.004456
                 282,            0.019359,            0.011271,           0.0018726,             0.85594,             0.82415,             0.86546,             0.64084,            0.027116,           0.0093744,            0.008847,           0.0044362,           0.0044362,           0.0044362
                 283,            0.018936,            0.011323,           0.0021209,             0.86417,             0.81801,             0.86716,             0.63803,            0.027186,           0.0093795,           0.0088972,           0.0044164,           0.0044164,           0.0044164
                 284,            0.019084,            0.011361,           0.0024483,             0.86976,             0.81131,             0.86685,             0.63873,            0.027235,           0.0094337,           0.0088741,           0.0043966,           0.0043966,           0.0043966
                 285,            0.018211,            0.010916,           0.0020439,             0.86434,             0.81093,              0.8653,             0.63763,            0.027337,           0.0094977,           0.0086828,           0.0043768,           0.0043768,           0.0043768
                 286,            0.018469,            0.010856,           0.0020198,             0.86689,             0.80692,             0.86379,             0.63719,            0.027363,           0.0095602,           0.0083083,            0.004357,            0.004357,            0.004357
                 287,            0.018194,            0.010784,           0.0022142,             0.81217,             0.85607,              0.8616,             0.63623,            0.027376,           0.0095666,           0.0076699,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018473,            0.010559,           0.0018576,             0.85865,             0.81127,             0.85933,             0.63259,            0.027385,           0.0095969,           0.0075587,           0.0043174,           0.0043174,           0.0043174
                 289,            0.018094,            0.010678,           0.0017387,             0.84903,             0.81819,             0.85877,             0.63427,            0.027457,           0.0096528,           0.0076187,           0.0042976,           0.0042976,           0.0042976
                 290,            0.018486,            0.010618,           0.0020478,             0.85878,             0.80971,             0.86069,              0.6326,            0.027507,           0.0097361,           0.0076734,           0.0042778,           0.0042778,           0.0042778
                 291,            0.017914,            0.010729,           0.0017725,             0.85725,             0.80879,             0.85353,             0.63113,            0.027534,           0.0098071,            0.007792,            0.004258,            0.004258,            0.004258
                 292,            0.017899,            0.010641,           0.0017209,             0.84938,             0.80786,             0.85136,             0.62725,            0.027497,            0.009859,           0.0078413,           0.0042382,           0.0042382,           0.0042382
                 293,            0.017877,            0.010521,           0.0016534,             0.84707,              0.8109,             0.84993,             0.62693,             0.02752,           0.0097929,           0.0077962,           0.0042184,           0.0042184,           0.0042184
                 294,            0.017538,            0.010545,           0.0016304,             0.82654,             0.83024,             0.85307,             0.62895,            0.027558,           0.0097947,            0.007556,           0.0041986,           0.0041986,           0.0041986
                 295,            0.017553,            0.010538,           0.0015548,             0.82313,             0.83407,             0.85312,             0.62951,            0.027589,           0.0097927,           0.0074946,           0.0041788,           0.0041788,           0.0041788
                 296,            0.017786,            0.010665,           0.0014346,             0.86534,             0.79787,             0.85655,             0.63149,            0.027594,           0.0097272,           0.0078534,            0.004159,            0.004159,            0.004159
                 297,            0.017956,            0.010281,           0.0013567,             0.82865,             0.83465,             0.85971,              0.6301,            0.027456,           0.0096106,           0.0084982,           0.0041392,           0.0041392,           0.0041392
                 298,            0.017384,            0.010473,           0.0013991,             0.82495,             0.83484,             0.85772,             0.63239,            0.027371,           0.0096109,           0.0091177,           0.0041194,           0.0041194,           0.0041194
                 299,            0.017988,            0.010491,            0.001519,             0.82325,             0.84529,             0.85983,             0.63488,            0.027437,           0.0095899,           0.0088813,           0.0040996,           0.0040996,           0.0040996
                 300,            0.017332,            0.010288,           0.0014497,             0.83712,             0.83972,             0.86214,             0.63673,            0.027526,           0.0095043,           0.0090526,           0.0040798,           0.0040798,           0.0040798
                 301,            0.017348,            0.010296,           0.0013441,             0.85968,              0.8289,             0.86386,             0.63709,            0.027538,           0.0094142,           0.0092666,             0.00406,             0.00406,             0.00406
                 302,            0.017544,            0.010696,           0.0014503,             0.85567,             0.83386,             0.86368,             0.63633,            0.027557,           0.0094026,           0.0096647,           0.0040402,           0.0040402,           0.0040402
                 303,            0.017114,            0.010209,           0.0011658,             0.86578,             0.83171,             0.86381,             0.63628,            0.027556,           0.0093813,           0.0098336,           0.0040204,           0.0040204,           0.0040204
                 304,            0.017186,            0.010405,           0.0012324,              0.8613,             0.83447,             0.86347,             0.63765,            0.027538,           0.0093707,           0.0099993,           0.0040006,           0.0040006,           0.0040006
                 305,            0.017277,           0.0099986,           0.0012373,             0.85281,             0.84676,             0.86517,             0.63929,            0.027579,           0.0093701,           0.0098118,           0.0039808,           0.0039808,           0.0039808
                 306,            0.017513,            0.010387,           0.0013872,             0.84511,              0.8499,             0.86307,             0.63967,             0.02757,           0.0093779,           0.0097714,            0.003961,            0.003961,            0.003961
                 307,            0.016788,           0.0099661,           0.0012585,             0.83569,             0.85095,             0.86114,             0.63798,            0.027556,           0.0093899,           0.0099373,           0.0039412,           0.0039412,           0.0039412
                 308,            0.017554,            0.010436,           0.0010884,             0.85341,             0.83376,             0.85979,             0.64108,            0.027543,           0.0093932,            0.010096,           0.0039214,           0.0039214,           0.0039214
                 309,            0.017334,            0.010108,           0.0014084,             0.84911,             0.83215,             0.85649,             0.63675,             0.02753,           0.0094146,            0.010008,           0.0039016,           0.0039016,           0.0039016
                 310,            0.017137,             0.01032,           0.0013132,             0.82893,             0.84529,             0.85491,             0.63478,            0.027535,           0.0094438,           0.0098693,           0.0038818,           0.0038818,           0.0038818
                 311,            0.017509,            0.010244,           0.0015138,             0.84482,             0.82367,              0.8552,             0.63427,            0.027509,           0.0094325,           0.0096635,            0.003862,            0.003862,            0.003862
